"#","Invoice No.","Invoice Date","Currency","Total Invoice Amount","Bill To Customer Code","Bill To Customer Name","Bill To ID.","Finance Book","Status","Shipping Point"
59,"FIN02APRKPKD-0034","2017-07-21","RM",1450.35,"PRK-K-KRN","PKD  Kerian","1","QMSPFB","Fresh","QMSHQ           "
60,"FIN02APRKPKD-0035","2017-07-21","RM",1526.32,"PRK-K-KRN","PKD  Kerian","1","QMSPFB","Fresh","QMSHQ           "
61,"FIN02PRKPPD-0044..","2017-07-21","RM",29001.32,"PRK-K-KRN","PKD  Kerian","1","QMSPFB","Fresh","QMSHQ           "
62,"FIN02PRKPKD-0046.","2017-07-26","RM",9608.63,"PRK-K-MUA","PKD Muallim","1","QMSPFB","Fresh","QMSHQ           "
63,"FIN02APRKPKD-0031","2017-07-27","RM",2135.13,"PRK-K-MUA","PKD Muallim","1","QMSPFB","Fresh","QMSHQ           "
64,"FIN02PRKPKD-0048.","2017-07-28","RM",9457.20,"PRK-K-MUA","PKD Muallim","1","QMSPFB","Fresh","QMSHQ           "
65,"FIN02PRKPKD-0049.","2017-07-28","RM",9467.80,"PRK-K-MUA","PKD Muallim","1","QMSPFB","Fresh","QMSHQ           "
66,"FIN02PRKPKD-0047.","2017-07-28","RM",14054.92,"PRK-K-PTH","PKD  Perak Tengah","1","QMSPFB","Fresh","QMSHQ           "
67,"FIN02PRKPPD-0041.","2017-07-19","RM",17153.22,"PRK-P-BPG","PPD  Batang Padang","1","QMSPFB","Fresh","QMSHQ           "
68,"FIN0.2PRKPPD-0040","2017-07-19","RM",66166.72,"PRK-P-KNA","PPD  Kinta","1","QMSPFB","Fresh","QMSHQ           "
69,"FIN02APRKPPD-0023","2017-07-21","RM",952.99,"PRK-P-KRN","PPD  Kerian","1","QMSPFB","Fresh","QMSHQ           "
70,"FIN02APRKPPD-0024","2017-07-21","RM",1680.22,"PRK-P-KRN","PPD  Kerian","1","QMSPFB","Fresh","QMSHQ           "
71,"FIN02APRKPPD-0025","2017-07-21","RM",3216.87,"PRK-P-KRN","PPD  Kerian","1","QMSPFB","Fresh","QMSHQ           "
72,"FIN02PEKPPD-0043","2017-07-21","RM",26910.51,"PRK-P-KRN","PPD  Kerian","1","QMSPFB","Fresh","QMSHQ           "
73,"FIN02PRKPPD-0042.","2017-07-21","RM",27488.14,"PRK-P-KRN","PPD  Kerian","1","QMSPFB","Fresh","QMSHQ           "
74,"FIN02SBHPKD-0108.","2017-07-19","RM",14572.55,"SBH-K-BLN","PKD  Beluran","1","QMSPFB","Fresh","QMSHQ           "
75,"FIN06SBHPKD-0111","2017-07-24","RM",3356.06,"SBH-K-KBD","PKD  Kota Belud","1","QMSPFB","Fresh","QMSHQ           "
76,"FIN02ASBHPKD-0050","2017-07-26","RM",1045.18,"SBH-K-KDT","PKD  Kudat","1","QMSPFB","Fresh","QMSHQ           "
77,"FIN02ASBHPKD-0051","2017-07-26","RM",1282.83,"SBH-K-KDT","PKD  Kudat","1","QMSPFB","Fresh","QMSHQ           "
78,"FIN02SBHPKD-0097.","2017-07-25","RM",2787.07,"SBH-K-KKU","PKD  Kota Kinabalu","1","QMSPFB","Fresh","QMSHQ           "
79,"FIN02ASBHPKD-0042","2017-07-19","RM",2273.56,"SBH-K-PAR","PKD  Papar","1","QMSPFB","Fresh","QMSHQ           "
80,"FIN02ASBHPKD-0043","2017-07-19","RM",2273.56,"SBH-K-PAR","PKD  Papar","1","QMSPFB","Fresh","QMSHQ           "
81,"FIN02SBHPKD-0110.","2017-07-19","RM",3022.36,"SBH-K-PAR","PKD  Papar","1","QMSPFB","Fresh","QMSHQ           "
82,"FIN02ASBHPKD-0046","2017-07-24","RM",1503.50,"SBH-K-RAU","PKD  Ranau","1","QMSPFB","Fresh","QMSHQ           "
83,"FIN02ASBHPKD-0047","2017-07-24","RM",1503.50,"SBH-K-RAU","PKD  Ranau","1","QMSPFB","Fresh","QMSHQ           "
84,"FIN02SBHPKD-0112.","2017-07-24","RM",8117.80,"SBH-K-RAU","PKD  Ranau","1","QMSPFB","Fresh","QMSHQ           "
85,"FIN02ASBHPKD-0045","2017-07-19","RM",3053.99,"SBH-K-SDN","PKD  Sandakan","1","QMSPFB","Fresh","QMSHQ           "
86,"FIN02SBHPKD-0044.","2017-07-19","RM",3006.46,"SBH-K-SDN","PKD  Sandakan","1","QMSPFB","Fresh","QMSHQ           "
87,"FIN02SBHPKD-0109.","2017-07-19","RM",26680.96,"SBH-K-SDN","PKD  Sandakan","1","QMSPFB","Fresh","QMSHQ           "
88,"FIN02SBHPKD-0113.","2017-07-24","RM",8671.27,"SBH-K-SEA","PKD  Semporna","1","QMSPFB","Fresh","QMSHQ           "
89,"FIN02ASBHPKD-0048","2017-07-24","RM",338.26,"SBH-K-TUN","PKD  Tuaran","1","QMSPFB","Fresh","QMSHQ           "
90,"FIN02ASWKPPD-0049","2017-07-24","RM",414.23,"SBH-K-TUN","PKD  Tuaran","1","QMSPFB","Fresh","QMSHQ           "
91,"FIN02SBHPKD-0115.","2017-07-24","RM",5606.95,"SBH-K-TUN","PKD  Tuaran","1","QMSPFB","Fresh","QMSHQ           "
92,"FIN02SBHPKD-0114.","2017-07-24","RM",12369.38,"SBH-K-TWU","PKD  Tawau","1","QMSPFB","Fresh","QMSHQ           "
93,"FIN02ASBHPPD-0020","2017-07-26","RM",692.32,"SBH-P-BFT","PPD  Beaufort","1","QMSPFB","Fresh","QMSHQ           "
94,"FIN02SBHPPD-0042.","2017-07-26","RM",10449.80,"SBH-P-BFT","PPD  Beaufort","1","QMSPFB","Fresh","QMSHQ           "
95,"FIN02SBHPPD-0040.","2017-07-19","RM",14547.30,"SBH-P-KBD","PPD  Kota Belud","1","QMSPFB","Fresh","QMSHQ           "
96,"FIN02SBHPPD-0041.","2017-07-19","RM",14547.30,"SBH-P-KBD","PPD  Kota Belud","1","QMSPFB","Fresh","QMSHQ           "
97,"FIN02SBHPPD-0044.","2017-07-28","RM",22938.63,"SBH-P-KEU","PPD  Keningau","A1","QMSPFB","Fresh","QMSHQ           "
98,"FIN02ASBHPPD-0019","2017-07-26","RM",126.73,"SBH-P-SDN","PPD  Sandakan","1","QMSPFB","Fresh","QMSHQ           "
99,"FIN02SBHPPD-0043.","2017-07-26","RM",38380.69,"SBH-P-SDN","PPD  Sandakan","1","QMSPFB","Fresh","QMSHQ           "
100,"FIN02A-SLRPKD-0052","2017-07-27","RM",36565.71,"SLR-K-GOK","PKD  Gombak","1","QMSPFB","Shipped","QMSHQ           "
101,"FIN02-SLRPKD-0048","2017-07-27","RM",33457.94,"SLR-K-GOK","PKD  Gombak","1","QMSPFB","Shipped","QMSHQ           "
102,"FIN02-SLRPKD-0050","2017-07-26","RM",31588.99,"SLR-K-KLG","PKD  Klang","1","QMSPFB","Shipped","QMSHQ           "
103,"FIN02-SLRPKD-0046","2017-07-21","RM",22330.47,"SLR-K-KSR","PKD  Kuala Selangor","1","QMSPFB","Shipped","QMSHQ           "
104,"FIN02A-SLRPKD-0050","2017-07-27","RM",2950.41,"SLR-K-KSR","PKD  Kuala Selangor","1","QMSPFB","Shipped","QMSHQ           "
105,"FIN02A-SLRPKD-0051","2017-07-27","RM",1806.66,"SLR-K-SBM","PKD  Sabak Bernam","1","QMSPFB","Shipped","QMSHQ           "
106,"FIN02-SLRPKD-0049","2017-07-27","RM",16353.85,"SLR-K-SBM","PKD  Sabak Bernam","1","QMSPFB","Shipped","QMSHQ           "
107,"FIN02-SLRPKD-0047","2017-07-25","RM",10995.80,"SLR-K-SPG","PKD  Sepang","1","QMSPFB","Shipped","QMSHQ           "
108,"FIN02-SLRPPD-0048","2017-07-27","RM",38900.80,"SLR-P-GOK","PPD  Gombak","1","QMSPFB","Shipped","QMSHQ           "
109,"FIN02-SLRPPPD-0049","2017-07-27","RM",19994.73,"SLR-P-HSR","PPD  Hulu Selangor","1","QMSPFB","Shipped","QMSHQ           "
110,"FIN02-SLPRPPD-0045","2017-07-20","RM",54209.15,"SLR-P-KLG","PPD  Klang","1","QMSPFB","Shipped","QMSHQ           "
111,"FIN02-SLRPPD-0046","2017-07-21","RM",18292.71,"SLR-P-KSR","PPD  Kuala Selangor","1","QMSPFB","Shipped","QMSHQ           "
112,"FIN02A-SLRPPD-0022","2017-07-27","RM",2204.46,"SLR-P-KSR","PPD  Kuala Selangor","1","QMSPFB","Shipped","QMSHQ           "
113,"FIN02A-SLRPPD-0023","2017-07-27","RM",38.98,"SLR-P-SBM","PPD  Sabak Bernam","1","QMSPFB","Shipped","QMSHQ           "
114,"FIN02-SLRPPD-0050","2017-07-27","RM",19403.78,"SLR-P-SBM","PPD  Sabak Bernam","1","QMSPFB","Shipped","QMSHQ           "
115,"FIN02-SLRPPD-0047","2017-07-25","RM",9940.64,"SLR-P-SPG","PPD  Sepang","1","QMSPFB","Shipped","QMSHQ           "
116,"FIN02SWKPKB-0051.","2017-07-25","RM",13103.21,"SWK-K-KPT","PKB  Kapit","1","QMSPFB","Fresh","QMSHQ           "
117,"FIN02ASWKPKD-0044","2017-07-26","RM",6693.93,"SWK-K-KPT","PKB  Kapit","1","QMSPFB","Fresh","QMSHQ           "
118,"FIN02ASWKPKD-0045","2017-07-26","RM",6765.23,"SWK-K-KPT","PKB  Kapit","1","QMSPFB","Fresh","QMSHQ           "
119,"FIN02SWKPKB-0050.","2017-07-21","RM",8137.75,"SWK-K-SER","PKB Serian","1","QMSPFB","Fresh","QMSHQ           "
120,"FIN02SWKPPB-0048.","2017-07-19","RM",3281.64,"SWK-K-SKI","PKB  Sarikei","1","QMSPFB","Fresh","QMSHQ           "
121,"FIN02ASWKPKD-0042","2017-07-24","RM",6713.43,"SWK-K-SKI","PKB  Sarikei","1","QMSPFB","Fresh","QMSHQ           "
122,"FIN02ASWKPKD-0043","2017-07-24","RM",8594.62,"SWK-K-SKI","PKB  Sarikei","1","QMSPFB","Fresh","QMSHQ           "
123,"FIN02ASWKPKD-0040","2017-07-19","RM",1181.09,"SWK-K-SMM","PKD  Samarahan","1","QMSPFB","Fresh","QMSHQ           "
124,"FIN02ASWKPKD-0040.","2017-07-19","RM",1181.09,"SWK-K-SMM","PKD  Samarahan","1","QMSPFB","Fresh","QMSHQ           "
125,"FIN02ASWKPKD-0041","2017-07-19","RM",1505.89,"SWK-K-SMM","PKD  Samarahan","1","QMSPFB","Fresh","QMSHQ           "
126,"FIN02SWKPKB-0047.","2017-07-19","RM",3155.84,"SWK-K-SMM","PKD  Samarahan","1","QMSPFB","Fresh","QMSHQ           "
127,"FIN02SWKPPB-0050.","2017-07-20","RM",23211.30,"SWK-P-BIU","PPB  Bintulu","1","QMSPFB","Fresh","QMSHQ           "
128,"FIN02SWKPPB-0053.","2017-07-24","RM",16309.53,"SWK-P-BTG","PPB  Betong","1","QMSPFB","Fresh","QMSHQ           "
129,"FIN02ASWKPPD-0009","2017-07-19","RM",4005.07,"SWK-P-KCG","PPB  Kuching","1","QMSPFB","Fresh","QMSHQ           "
130,"FIN02SWKPPB-0051.","2017-07-21","RM",10455.80,"SWK-P-KPT","PPB  Kapit","1","QMSPFB","Fresh","QMSHQ           "
131,"FIN02ASWKPPD-0011.","2017-07-24","RM",1940.23,"SWK-P-MII","PPB  Miri","1","QMSPFB","Fresh","QMSHQ           "
132,"FIN02SWKPPB-0056.","2017-07-24","RM",44673.44,"SWK-P-MII","PPB  Miri","1","QMSPFB","Fresh","QMSHQ           "
133,"FIN02SWKPPB-0048.2","2017-07-25","RM",46547.89,"SWK-P-MII","PPB  Miri","1","QMSPFB","Fresh","QMSHQ           "
134,"FIN02SWKPPB-0057.","2017-07-28","RM",17504.54,"SWK-P-MUH","PPB  Mukah","1","QMSPFB","Fresh","QMSHQ           "
135,"FIN02ASWKPPD-0011","2017-07-24","RM",31.68,"SWK-P-SIU","PPB  Sibu","1","QMSPFB","Fresh","QMSHQ           "
136,"FIN02SWKPPB-0058","2017-07-28","RM",16186.03,"SWK-P-SMM","PPD  Samarahan","1","QMSPFB","Fresh","QMSHQ           "
137,"FIN02A-WKLPKD-0023","2017-07-21","RM",6238.85,"WKL-K-KPG","PKD   Kepong","1","QMSPFB","Shipped","QMSHQ           "
138,"FIN02A-WKLPKD-0024","2017-07-21","RM",12308.95,"WKL-K-KPG","PKD   Kepong","1","QMSPFB","Shipped","QMSHQ           "
139,"FIN01-WKLPKD-007-V","2017-07-24","RM",33180.00,"WKL-K-KPG","PKD   Kepong","1","QMSPFB","Shipped","QMSHQ           "
140,"FIN02-WKLPKD-0028","2017-07-24","RM",13634.04,"WKL-K-KPG","PKD   Kepong","1","QMSPFB","Shipped","QMSHQ           "
141,"FIN01-WKLPKD-006","2017-07-20","RM",7074.00,"WKL-K-PJA","PKD   Putrajaya","1","QMSPFB","Shipped","QMSHQ           "
142,"FIN02A-WKLPKD-0021","2017-07-20","RM",1977.33,"WKL-K-PJA","PKD   Putrajaya","1","QMSPFB","Shipped","QMSHQ           "
143,"FIN02A-WKLPKD-0022","2017-07-20","RM",4172.47,"WKL-K-PJA","PKD   Putrajaya","1","QMSPFB","Shipped","QMSHQ           "
144,"FIN02-WKLPKD-0026","2017-07-21","RM",12665.68,"WKL-K-PJA","PKD   Putrajaya","1","QMSPFB","Shipped","QMSHQ           "
145,"FIN02-WKLPKD-0027","2017-07-21","RM",8949.28,"WKL-K-TTW","PKD   Titiwangsa","1","QMSPFB","Shipped","QMSHQ           "
