"#","Receipt No.","Customer Code","Customer Name","Receipt Route","Receipt Date","Currency","Receipt Amount","Receipt Category","Finance Book","Instrument No.","Status","Instrument Date","Receipt Mode","Bank / Cash Code","Description","Booking No","HBL HAWB NO","MBL MAWB NO"
567,"QMS-CR1211/17","NSB-K-SBN","PKD  Seremban","Bank","2017-03-23","RM",42647.89,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
568,"QMS-CR1717/17","NSB-K-SBN","PKD  Seremban","Bank","2017-06-09","RM",43315.91,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
569,"QMS-CR1991/17","NSB-K-SBN","PKD  Seremban","Bank","2017-07-18","RM",43315.91,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
570,"QMS-CR2197/17","NSB-K-SBN","PKD  Seremban","Bank","2017-08-24","RM",43315.91,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
571,"QMS-CR2886/17","NSB-K-SBN","PKD  Seremban","Bank","2017-10-26","RM",43564.97,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
572,"QMS-CR2601/17","NSB-K-SBN","PKD  Seremban","Bank","2017-09-21","RM",43604.87,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
573,"QMS-CR2716/17","NSB-K-SBN","PKD  Seremban","Bank","2017-10-10","RM",62232.60,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
574,"QMS-CR2770/17","NSB-K-SBN","PKD  Seremban","Bank","2017-10-09","RM",103146.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
575,"QMS-CR2648/17","NSB-K-TPN","PKD  Tampin","Bank","2017-09-27","RM",447.57,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
576,"QMS-CR2701/17","NSB-K-TPN","PKD  Tampin","Bank","2017-10-05","RM",1044.10,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
577,"QMS-CR1441/17","NSB-K-TPN","PKD  Tampin","Bank","2017-05-03","RM",2205.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
578,"QMS-CR2771/17","NSB-K-TPN","PKD  Tampin","Bank","2017-10-09","RM",3200.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
579,"QMS-CR2120/17","NSB-K-TPN","PKD  Tampin","Bank","2017-08-07","RM",5590.85,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
580,"QMS-CR2103/17","NSB-K-TPN","PKD  Tampin","Bank","2017-08-08","RM",5590.85,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
581,"QMS-CR2724/17","NSB-K-TPN","PKD  Tampin","Bank","2017-10-10","RM",11790.23,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
582,"QMS-CR2731/17","NSB-K-TPN","PKD  Tampin","Bank","2017-10-10","RM",11790.23,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
583,"QMS-CR2113/17","NSB-K-TPN","PKD  Tampin","Bank","2017-08-07","RM",15710.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
584,"QMS-CR1530/17","NSB-K-TPN","PKD  Tampin","Bank","2017-05-18","RM",18841.42,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
585,"QMS-CR1718/17","NSB-K-TPN","PKD  Tampin","Bank","2017-06-09","RM",19328.09,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
586,"QMS-CR1992/17","NSB-K-TPN","PKD  Tampin","Bank","2017-07-18","RM",19328.09,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
587,"QMS-CR2198/17","NSB-K-TPN","PKD  Tampin","Bank","2017-08-24","RM",19328.09,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
588,"QMS-CR2602/17","NSB-K-TPN","PKD  Tampin","Bank","2017-09-21","RM",19477.28,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
589,"QMS-CR2887/17","NSB-K-TPN","PKD  Tampin","Bank","2017-10-26","RM",19477.29,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
590,"QMS-CR1420/17","NSB-K-TPN","PKD  Tampin","Bank","2017-04-28","RM",19873.41,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
591,"QMS-CR1212/17","NSB-K-TPN","PKD  Tampin","Bank","2017-03-23","RM",19938.76,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
592,"QMS-CR2717/17","NSB-K-TPN","PKD  Tampin","Bank","2017-10-10","RM",58984.76,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
593,"QMS-CR2631/17","NSB-P-JLB","PPD  Jelebu","Bank","2017-09-27","RM",320.79,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
594,"QMS-CR1478/17","NSB-P-JLB","PPD  Jelebu","Bank","2017-05-09","RM",1250.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
595,"QMS-CR2732/17","NSB-P-JLB","PPD  Jelebu","Bank","2017-10-09","RM",1473.74,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
596,"QMS-CR2740/17","NSB-P-JLB","PPD  Jelebu","Bank","2017-10-09","RM",1473.74,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
597,"QMS-CR2782/17","NSB-P-JLB","PPD  Jelebu","Bank","2017-10-11","RM",8416.40,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
598,"QMS-CR1540/17","NSB-P-JLB","PPD  Jelebu","Bank","2017-05-23","RM",13203.94,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
599,"QMS-CR2199/17","NSB-P-JLB","PPD  Jelebu","Bank","2017-08-24","RM",13568.08,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
600,"QMS-CR2506/17","NSB-P-JLB","PPD  Jelebu","Bank","2017-10-04","RM",13672.81,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
601,"QMS-CR2867/17","NSB-P-JLB","PPD  Jelebu","Bank","2017-10-27","RM",13672.81,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
602,"QMS-CR1213/17","NSB-P-JLB","PPD  Jelebu","Bank","2017-03-23","RM",13948.94,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
603,"QMS-CR1861/17","NSB-P-JLB","PPD  Jelebu","Bank","2017-06-21","RM",13996.18,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
604,"QMS-CR2040/17","NSB-P-JLB","PPD  Jelebu","Bank","2017-07-28","RM",13996.19,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
605,"QMS-CR1301/17","NSB-P-JLB","PPD  Jelebu","Bank","2017-04-07","RM",14082.04,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
606,"QMS-CR2881/17","NSB-P-JLB","PPD  Jelebu","Bank","2017-10-26","RM",14189.12,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
607,"QMS-CR2637/17","NSB-P-JPL","PPD  Jempol","Bank","2017-09-27","RM",478.38,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
608,"QMS-CR2121/17","NSB-P-JPL","PPD  Jempol","Bank","2017-08-07","RM",1355.27,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
609,"QMS-CR2127/17","NSB-P-JPL","PPD  Jempol","Bank","2017-08-07","RM",1355.27,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
610,"QMS-CR2733/17","NSB-P-JPL","PPD  Jempol","Bank","2017-10-09","RM",4969.85,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
611,"QMS-CR2741/17","NSB-P-JPL","PPD  Jempol","Bank","2017-10-09","RM",4969.85,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
612,"QMS-CR2783/17","NSB-P-JPL","PPD  Jempol","Bank","2017-10-11","RM",5427.20,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
613,"QMS-CR1541/17","NSB-P-JPL","PPD  Jempol","Bank","2017-05-23","RM",19489.82,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
614,"QMS-CR2041/17","NSB-P-JPL","PPD  Jempol","Bank","2017-07-28","RM",20659.20,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
615,"QMS-CR1862/17","NSB-P-JPL","PPD  Jempol","Bank","2017-06-21","RM",20659.21,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
616,"QMS-CR2200/17","NSB-P-JPL","PPD  Jempol","Bank","2017-08-24","RM",20659.21,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
617,"QMS-CR2868/17","NSB-P-JPL","PPD  Jempol","Bank","2017-10-27","RM",20818.66,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
618,"QMS-CR2766/17","NSB-P-JPL","PPD  Jempol","Bank","2017-10-09","RM",20818.67,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
619,"QMS-CR1214/17","NSB-P-JPL","PPD  Jempol","Bank","2017-03-23","RM",21366.16,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
620,"QMS-CR1302/17","NSB-P-JPL","PPD  Jempol","Bank","2017-04-07","RM",21366.16,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
621,"QMS-CR1636/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-05-31","RM",143.49,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
622,"QMS-CR1641/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-05-31","RM",143.49,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
623,"QMS-CR1653/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-06-01","RM",143.49,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
624,"QMS-CR1745/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-06-14","RM",152.10,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
625,"QMS-CR2122/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-08-07","RM",395.30,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
626,"QMS-CR2128/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-08-07","RM",547.37,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
627,"QMS-CR2633/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-09-27","RM",602.76,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
628,"QMS-CR2734/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-10-09","RM",2276.83,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
629,"QMS-CR2742/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-10-09","RM",2276.83,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
630,"QMS-CR2093/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-08-08","RM",7449.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
631,"QMS-CR1479/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-05-09","RM",9900.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
632,"QMS-CR2784/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-10-11","RM",10585.16,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
633,"QMS-CR1216/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-03-23","RM",24556.66,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
634,"QMS-CR1303/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-04-07","RM",24556.66,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
635,"QMS-CR1542/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-05-23","RM",24556.66,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
636,"QMS-CR2042/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-07-28","RM",26030.05,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
637,"QMS-CR1863/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-06-21","RM",26030.06,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
638,"QMS-CR2201/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-08-24","RM",26030.06,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
639,"QMS-CR2869/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-10-27","RM",26065.32,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
640,"QMS-CR2508/17","NSB-P-KPH","PPD  Kuala Pilah","Bank","2017-10-04","RM",26230.98,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
641,"QMS-CR1637/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-05-31","RM",76.23,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
642,"QMS-CR1642/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-05-31","RM",76.23,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
643,"QMS-CR1655/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-06-01","RM",76.23,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
644,"QMS-CR1746/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-06-14","RM",80.80,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
645,"QMS-CR2634/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-09-27","RM",613.77,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
646,"QMS-CR2123/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-08-07","RM",1267.51,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
647,"QMS-CR2129/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-08-07","RM",1348.31,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
648,"QMS-CR2094/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-08-08","RM",2690.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
649,"QMS-CR2735/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-10-09","RM",3479.58,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
650,"QMS-CR2743/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-10-09","RM",3479.58,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
651,"QMS-CR2785/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-10-11","RM",13695.20,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
652,"QMS-CR1215/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-03-23","RM",25044.28,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
653,"QMS-CR1304/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-04-07","RM",25044.28,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
654,"QMS-CR1543/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-05-23","RM",25044.28,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
655,"QMS-CR1864/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-06-21","RM",26505.51,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
656,"QMS-CR2202/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-08-24","RM",26505.51,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
657,"QMS-CR2043/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-07-28","RM",26505.52,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
658,"QMS-CR2509/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-10-04","RM",26710.10,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
659,"QMS-CR2870/17","NSB-P-PDN","PPD  Port Dickson","Bank","2017-10-27","RM",26710.10,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
660,"QMS-CR2697/17","NSB-P-RBU","PPD  Rembau","Bank","2017-10-05","RM",142.60,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
661,"QMS-CR1638/17","NSB-P-RBU","PPD  Rembau","Bank","2017-05-31","RM",170.40,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
662,"QMS-CR1643/17","NSB-P-RBU","PPD  Rembau","Bank","2017-05-31","RM",170.40,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
663,"QMS-CR1656/17","NSB-P-RBU","PPD  Rembau","Bank","2017-06-01","RM",170.40,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
664,"QMS-CR1747/17","NSB-P-RBU","PPD  Rembau","Bank","2017-06-14","RM",180.62,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
665,"QMS-CR2635/17","NSB-P-RBU","PPD  Rembau","Bank","2017-09-27","RM",327.84,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
666,"QMS-CR2124/17","NSB-P-RBU","PPD  Rembau","Bank","2017-08-07","RM",1684.76,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
667,"QMS-CR2130/17","NSB-P-RBU","PPD  Rembau","Bank","2017-08-07","RM",1865.32,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
668,"QMS-CR2736/17","NSB-P-RBU","PPD  Rembau","Bank","2017-10-09","RM",4422.44,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
669,"QMS-CR2744/17","NSB-P-RBU","PPD  Rembau","Bank","2017-10-09","RM",4422.44,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
670,"QMS-CR2786/17","NSB-P-RBU","PPD  Rembau","Bank","2017-10-11","RM",6694.96,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
671,"QMS-CR1217/17","NSB-P-RBU","PPD  Rembau","Bank","2017-03-23","RM",13356.14,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
672,"QMS-CR1305/17","NSB-P-RBU","PPD  Rembau","Bank","2017-04-07","RM",13356.14,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
673,"QMS-CR1544/17","NSB-P-RBU","PPD  Rembau","Bank","2017-05-23","RM",13356.14,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
674,"QMS-CR1865/17","NSB-P-RBU","PPD  Rembau","Bank","2017-06-21","RM",14157.51,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
675,"QMS-CR2044/17","NSB-P-RBU","PPD  Rembau","Bank","2017-07-28","RM",14157.51,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
676,"QMS-CR2203/17","NSB-P-RBU","PPD  Rembau","Bank","2017-08-24","RM",14157.51,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
677,"QMS-CR2510/17","NSB-P-RBU","PPD  Rembau","Bank","2017-10-04","RM",14266.79,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
678,"QMS-CR2871/17","NSB-P-RBU","PPD  Rembau","Bank","2017-10-27","RM",14266.79,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
679,"QMS-CR2095/17","NSB-P-RBU","PPD  Rembau","Bank","2017-08-08","RM",16299.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
680,"QMS-CR2696/17","NSB-P-SBN","PPD  Seremban","Bank","2017-10-05","RM",464.26,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
