"#","Receipt No.","Customer Code","Customer Name","Receipt Route","Receipt Date","Currency","Receipt Amount","Receipt Category","Finance Book","Instrument No.","Status","Instrument Date","Receipt Mode","Bank / Cash Code","Description","Booking No","HBL HAWB NO","MBL MAWB NO"
1,"QMS-CR2250/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-09-07","RM",3304.32,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
2,"QMS-CR2251/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-09-07","RM",3304.32,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
3,"QMS-CR2252/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-09-07","RM",3304.32,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
4,"QMS-CR2253/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-09-07","RM",3502.57,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
5,"QMS-CR2524/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-10-04","RM",16307.99,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
6,"QMS-CR2542/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-10-04","RM",19441.81,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
7,"QMS-CR2088/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-08-08","RM",19660.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
8,"QMS-CR1356/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-04-19","RM",23710.89,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
9,"QMS-CR1357/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-04-19","RM",23710.89,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
10,"QMS-CR1451/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-05-04","RM",23710.89,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
11,"QMS-CR2906/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-10-25","RM",24517.04,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
12,"QMS-CR2282/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-09-14","RM",24754.41,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
13,"QMS-CR2260/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-09-07","RM",24812.90,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
14,"QMS-CR2027/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-07-13","RM",25130.93,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
15,"QMS-CR1860/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-06-21","RM",25133.54,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
16,"QMS-CR2896/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-10-25","RM",34625.79,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
17,"QMS-CR2897/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-10-25","RM",34625.79,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
18,"QMS-CR2898/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-10-25","RM",34625.79,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
19,"QMS-CR2888/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-10-25","RM",56261.62,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
20,"QMS-CR2677/17","JHR-K-BPH","PKD  Batu Pahat","Bank","2017-10-03","RM",66910.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
21,"QMS-CR2820/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-10-12","RM",4663.41,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
22,"QMS-CR2821/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-10-12","RM",4663.41,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
23,"QMS-CR2822/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-10-12","RM",4663.41,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
24,"QMS-CR2924/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-10-31","RM",6400.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
25,"QMS-CR2244/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-09-05","RM",16664.87,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
26,"QMS-CR2279/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-09-06","RM",16664.87,"Regular","QMSPFB","","Deleted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
27,"QMS-CR2278/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-09-13","RM",16664.87,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
28,"QMS-CR2281/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-09-13","RM",16664.87,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
29,"QMS-CR2710/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-10-10","RM",22608.03,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
30,"QMS-CR2852/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-10-19","RM",29903.85,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
31,"QMS-CR1358/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-04-19","RM",35652.25,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
32,"QMS-CR1501/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-05-15","RM",35652.25,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
33,"QMS-CR1732/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-06-13","RM",35652.25,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
34,"QMS-CR2064/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-08-02","RM",37791.39,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
35,"QMS-CR2087/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-08-08","RM",37791.39,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
36,"QMS-CR2270/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-09-12","RM",38083.09,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
37,"QMS-CR2658/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-09-28","RM",38666.49,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
38,"QMS-CR2081/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-08-09","RM",52225.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
39,"QMS-CR2864/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-10-24","RM",52511.83,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
40,"QMS-CR2926/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-10-31","RM",63980.22,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
41,"QMS-CR2707/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-10-10","RM",102240.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
42,"QMS-CR2708/17","JHR-K-JBH","PKD  Johor Bahru","Bank","2017-10-10","RM",136891.58,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
43,"QMS-CR1200/17","JHR-K-KEU","PKD  Keningau","Bank","2017-03-23","RM",4569.85,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
44,"QMS-CR2305/17","JHR-K-KLG","PKD  Kluang","Bank","2017-09-18","RM",3094.64,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
45,"QMS-CR2306/17","JHR-K-KLG","PKD  Kluang","Bank","2017-09-18","RM",3094.64,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
46,"QMS-CR2307/17","JHR-K-KLG","PKD  Kluang","Bank","2017-09-18","RM",3094.64,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
47,"QMS-CR2011/17","JHR-K-KLG","PKD  Kluang","Bank","2017-07-12","RM",15445.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
48,"QMS-CR1465/17","JHR-K-KLG","PKD  Kluang","Bank","2017-05-08","RM",20236.60,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
49,"QMS-CR1334/17","JHR-K-KLG","PKD  Kluang","Bank","2017-04-13","RM",20575.07,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
50,"QMS-CR1350/17","JHR-K-KLG","PKD  Kluang","Bank","2017-04-17","RM",20575.07,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
51,"QMS-CR1848/17","JHR-K-KLG","PKD  Kluang","Bank","2017-06-20","RM",21450.80,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
52,"QMS-CR1995/17","JHR-K-KLG","PKD  Kluang","Bank","2017-07-26","RM",21450.80,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
53,"QMS-CR2074/17","JHR-K-KLG","PKD  Kluang","Bank","2017-08-04","RM",21450.80,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
54,"QMS-CR2593/17","JHR-K-KLG","PKD  Kluang","Bank","2017-09-21","RM",21616.37,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
55,"QMS-CR2854/17","JHR-K-KLG","PKD  Kluang","Bank","2017-10-19","RM",21616.37,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
56,"QMS-CR2830/17","JHR-K-KLG","PKD  Kluang","Bank","2017-10-16","RM",43256.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
57,"QMS-CR2829/17","JHR-K-KLG","PKD  Kluang","Bank","2017-10-16","RM",53694.30,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
58,"QMS-CR2226/17","JHR-K-KTG","PKD  Kota Tinggi","Bank","2017-08-28","RM",1659.93,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
59,"QMS-CR2227/17","JHR-K-KTG","PKD  Kota Tinggi","Bank","2017-08-28","RM",1659.93,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
60,"QMS-CR2654/17","JHR-K-KTG","PKD  Kota Tinggi","Bank","2017-09-28","RM",9144.65,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
61,"QMS-CR2655/17","JHR-K-KTG","PKD  Kota Tinggi","Bank","2017-09-28","RM",11293.60,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
62,"QMS-CR2512/17","JHR-K-KTG","PKD  Kota Tinggi","Bank","2017-10-04","RM",11746.73,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
63,"QMS-CR2225/17","JHR-K-KTG","PKD  Kota Tinggi","Bank","2017-08-28","RM",21200.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
64,"QMS-CR1500/17","JHR-K-KTG","PKD  Kota Tinggi","Bank","2017-05-15","RM",26742.13,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
65,"QMS-CR1297/17","JHR-K-KTG","PKD  Kota Tinggi","Bank","2017-04-06","RM",26762.98,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
66,"QMS-CR1291/17","JHR-K-KTG","PKD  Kota Tinggi","Bank","2017-04-05","RM",26773.04,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
67,"QMS-CR1924/17","JHR-K-KTG","PKD  Kota Tinggi","Bank","2017-07-05","RM",27829.56,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
68,"QMS-CR2267/17","JHR-K-KTG","PKD  Kota Tinggi","Bank","2017-09-12","RM",27942.15,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
69,"QMS-CR2228/17","JHR-K-KTG","PKD  Kota Tinggi","Bank","2017-08-28","RM",28041.73,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
70,"QMS-CR2665/17","JHR-K-KTG","PKD  Kota Tinggi","Bank","2017-09-28","RM",28288.45,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
71,"QMS-CR1774/17","JHR-K-KTG","PKD  Kota Tinggi","Bank","2017-06-15","RM",28302.84,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
72,"QMS-CR2676/17","JHR-K-KTG","PKD  Kota Tinggi","Bank","2017-10-03","RM",45947.54,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
73,"QMS-CR1928/17","JHR-K-KUL","PKD  Kulai Jaya","Bank","2017-07-06","RM",3675.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
74,"QMS-CR1315/17","JHR-K-KUL","PKD  Kulai Jaya","Bank","2017-04-10","RM",7971.59,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
75,"QMS-CR1320/17","JHR-K-KUL","PKD  Kulai Jaya","Bank","2017-04-11","RM",7971.59,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
76,"QMS-CR1474/17","JHR-K-KUL","PKD  Kulai Jaya","Bank","2017-05-09","RM",7971.59,"Regular","QMSPFB","","Partly Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
77,"QMS-CR2661/17","JHR-K-KUL","PKD  Kulai Jaya","Bank","2017-09-28","RM",8149.25,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
78,"QMS-CR2662/17","JHR-K-KUL","PKD  Kulai Jaya","Bank","2017-09-28","RM",8149.25,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
79,"QMS-CR1604/17","JHR-K-KUL","PKD  Kulai Jaya","Bank","2017-05-29","RM",8449.88,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
80,"QMS-CR1925/17","JHR-K-KUL","PKD  Kulai Jaya","Bank","2017-07-06","RM",8449.88,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
81,"QMS-CR1952/17","JHR-K-KUL","PKD  Kulai Jaya","Bank","2017-07-24","RM",8449.88,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
82,"QMS-CR2261/17","JHR-K-KUL","PKD  Kulai Jaya","Bank","2017-08-31","RM",8515.11,"Regular","QMSPFB","","Reversed","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
83,"QMS-CR2263/17","JHR-K-KUL","PKD  Kulai Jaya","Bank","2017-09-07","RM",8515.11,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
84,"QMS-CR2683/17","JHR-K-KUL","PKD  Kulai Jaya","Bank","2017-10-03","RM",8697.58,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
85,"QMS-CR2660/17","JHR-K-KUL","PKD  Kulai Jaya","Bank","2017-09-28","RM",9827.83,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
86,"QMS-CR2663/17","JHR-K-KUL","PKD  Kulai Jaya","Bank","2017-09-28","RM",9827.83,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
87,"QMS-CR2664/17","JHR-K-KUL","PKD  Kulai Jaya","Bank","2017-09-28","RM",9827.83,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
88,"QMS-CR2656/17","JHR-K-KUL","PKD  Kulai Jaya","Bank","2017-09-28","RM",16584.76,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
89,"QMS-CR1869/17","JHR-K-LDG","PKD  Ledang","Bank","2017-06-22","RM",89.68,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
90,"QMS-CR1870/17","JHR-K-LDG","PKD  Ledang","Bank","2017-06-22","RM",89.68,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
91,"QMS-CR1871/17","JHR-K-LDG","PKD  Ledang","Bank","2017-06-22","RM",89.68,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
92,"QMS-CR1872/17","JHR-K-LDG","PKD  Ledang","Bank","2017-06-22","RM",95.06,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
93,"QMS-CR2092/17","JHR-K-LDG","PKD  Ledang","Bank","2017-08-08","RM",1169.98,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
94,"QMS-CR2091/17","JHR-K-LDG","PKD  Ledang","Bank","2017-08-08","RM",1265.04,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
95,"QMS-CR1854/17","JHR-K-LDG","PKD  Ledang","Bank","2017-06-21","RM",2695.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
96,"QMS-CR2823/17","JHR-K-LDG","PKD  Ledang","Bank","2017-10-12","RM",3900.22,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
97,"QMS-CR2824/17","JHR-K-LDG","PKD  Ledang","Bank","2017-10-12","RM",3900.22,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
98,"QMS-CR1449/17","JHR-K-LDG","PKD  Ledang","Bank","2017-05-04","RM",6649.66,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
99,"QMS-CR1882/17","JHR-K-LDG","PKD  Ledang","Bank","2017-06-22","RM",7171.64,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
100,"QMS-CR2517/17","JHR-K-LDG","PKD  Ledang","Bank","2017-10-04","RM",8151.84,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
101,"QMS-CR2308/17","JHR-K-LDG","PKD  Ledang","Bank","2017-09-19","RM",8155.65,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
102,"QMS-CR2141/17","JHR-K-LDG","PKD  Ledang","Bank","2017-08-14","RM",8211.97,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
103,"QMS-CR1981/17","JHR-K-LDG","PKD  Ledang","Bank","2017-07-19","RM",8230.44,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
104,"QMS-CR1446/17","JHR-K-LDG","PKD  Ledang","Bank","2017-05-04","RM",8823.37,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
105,"QMS-CR1410/17","JHR-K-LDG","PKD  Ledang","Bank","2017-04-28","RM",9290.95,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
106,"QMS-CR2089/17","JHR-K-LDG","PKD  Ledang","Bank","2017-08-08","RM",12515.00,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
107,"QMS-CR2272/17","JHR-K-MSG","PKD  Mersing","Bank","2017-09-12","RM",372.33,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
108,"QMS-CR2273/17","JHR-K-MSG","PKD  Mersing","Bank","2017-09-12","RM",372.33,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
109,"QMS-CR2705/17","JHR-K-MSG","PKD  Mersing","Bank","2017-10-10","RM",4402.64,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
110,"QMS-CR2779/17","JHR-K-MSG","PKD  Mersing","Bank","2017-10-11","RM",4402.64,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
111,"QMS-CR2837/17","JHR-K-MSG","PKD  Mersing","Bank","2017-10-16","RM",4402.64,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
112,"QMS-CR2746/17","JHR-K-MSG","PKD  Mersing","Bank","2017-10-09","RM",8367.64,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
113,"QMS-CR1359/17","JHR-K-MSG","PKD  Mersing","Bank","2017-04-19","RM",10657.50,"Regular","QMSPFB","","Fully Adjusted","","Direct Debit","QMSRHBSEC14REV-CA","RHB BANK BERHAD - REVENUE","","",""
