"#","Invoice No.","Invoice Date","Currency","Total Invoice Amount","Bill To Customer Code","Bill To Customer Name","Bill To ID.","Finance Book","Status","Shipping Point"
189,"FIN02A-MLKPPD-0037","2017-11-16","RM",9051.13,"MLK-P-MTH","PPD  Melaka Tengah","1","QMSPFB","Fresh","QMSHQ           "
190,"FIN02-MLKPPD-0035","2017-11-16","RM",78830.15,"MLK-P-MTH","PPD  Melaka Tengah","1","QMSPFB","Fresh","QMSHQ           "
191,"FIN02A-NSBPKD-0068","2017-11-02","RM",3898.32,"NSB-K-JLB","PKD  Jelebu","1","QMSPFB","Fresh","QMSHQ           "
192,"FIN02A-NSBPKD-0075","2017-11-02","RM",3898.32,"NSB-K-JLB","PKD  Jelebu","1","QMSPFB","Fresh","QMSHQ           "
193,"FIN02-NSBPKD-0064","2017-11-02","RM",13386.25,"NSB-K-JLB","PKD  Jelebu","1","QMSPFB","Fresh","QMSHQ           "
194,"FIN01-NSBPKD0033","2017-11-15","RM",4717.00,"NSB-K-JLB","PKD  Jelebu","1","QMSPFB","Fresh","QMSHQ           "
195,"FIN02A-NSBPKD-0082","2017-11-15","RM",11326.11,"NSB-K-JLB","PKD  Jelebu","1","QMSPFB","Fresh","QMSHQ           "
196,"FIN02-NSBPKD-0078","2017-11-16","RM",13451.57,"NSB-K-JLB","PKD  Jelebu","1","QMSPFB","Fresh","QMSHQ           "
197,"FIN02-NSPPKD-0071","2017-11-16","RM",13386.25,"NSB-K-JLB","PKD  Jelebu","1","QMSPFB","Fresh","QMSHQ           "
198,"FIN02A-NSBPKD-0069","2017-11-02","RM",7186.40,"NSB-K-JPL","PKD  Jempol","1","QMSPFB","Fresh","QMSHQ           "
199,"FIN02A-NSBPKD-0076","2017-11-02","RM",7186.40,"NSB-K-JPL","PKD  Jempol","1","QMSPFB","Fresh","QMSHQ           "
200,"FIN02-NSBPKD-0065","2017-11-02","RM",23152.67,"NSB-K-JPL","PKD  Jempol","1","QMSPFB","Fresh","QMSHQ           "
201,"FIN01-NSBPKD0032","2017-11-15","RM",13663.40,"NSB-K-JPL","PKD  Jempol","1","QMSPFB","Fresh","QMSHQ           "
202,"FIN02A-NSBPKD-0083","2017-11-15","RM",9830.76,"NSB-K-JPL","PKD  Jempol","1","QMSPFB","Fresh","QMSHQ           "
203,"FIN02-NSPPKD-0072","2017-11-15","RM",23152.67,"NSB-K-JPL","PKD  Jempol","1","QMSPFB","Fresh","QMSHQ           "
204,"FIN02-NSBPKD-0079","2017-11-16","RM",23420.60,"NSB-K-JPL","PKD  Jempol","1","QMSPFB","Fresh","QMSHQ           "
205,"FIN01-NSBPKD-0026","2017-11-02","RM",30199.40,"NSB-K-KPH","PKD  Kuala Pilah","1","QMSPFB","Shipped","QMSHQ           "
206,"FIN02A-NSBPKD-0066","2017-11-02","RM",8483.28,"NSB-K-KPH","PKD  Kuala Pilah","1","QMSPFB","Shipped","QMSHQ           "
207,"FIN02A-NSBPKD-0070","2017-11-02","RM",8483.28,"NSB-K-KPH","PKD  Kuala Pilah","1","QMSPFB","Shipped","QMSHQ           "
208,"FIN02A-NSBPKD-0077","2017-11-02","RM",8003.09,"NSB-K-KPH","PKD  Kuala Pilah","1","QMSPFB","Fresh","QMSHQ           "
209,"FIN02-NSBPKD-0061","2017-11-02","RM",25775.19,"NSB-K-KPH","PKD  Kuala Pilah","1","QMSPFB","Shipped","QMSHQ           "
210,"FIN02-NSBPKD-0066","2017-11-02","RM",25728.19,"NSB-K-KPH","PKD  Kuala Pilah","1","QMSPFB","Fresh","QMSHQ           "
211,"FIN01-NSBPKD00231","2017-11-15","RM",3116.40,"NSB-K-KPH","PKD  Kuala Pilah","1","QMSPFB","Fresh","QMSHQ           "
212,"FIN02A-NSBPKD-0084","2017-11-15","RM",10121.28,"NSB-K-KPH","PKD  Kuala Pilah","1","QMSPFB","Fresh","QMSHQ           "
213,"FIN02-NSPPKD-0073","2017-11-15","RM",25728.19,"NSB-K-KPH","PKD  Kuala Pilah","1","QMSPFB","Fresh","QMSHQ           "
214,"FIN02-NSBPKD-0080","2017-11-16","RM",25905.97,"NSB-K-KPH","PKD  Kuala Pilah","1","QMSPFB","Fresh","QMSHQ           "
215,"FIN02A-NSBPKD-0071","2017-11-02","RM",6789.87,"NSB-K-PDN","PKD  Port Dickson","1","QMSPFB","Fresh","QMSHQ           "
216,"FIN02A-NSBPKD-0078","2017-11-02","RM",6789.87,"NSB-K-PDN","PKD  Port Dickson","1","QMSPFB","Fresh","QMSHQ           "
217,"FIN02-NSBPKD-0067","2017-11-02","RM",17344.83,"NSB-K-PDN","PKD  Port Dickson","1","QMSPFB","Fresh","QMSHQ           "
218,"FIN01-NSBPKD00230","2017-11-15","RM",6784.00,"NSB-K-PDN","PKD  Port Dickson","1","QMSPFB","Fresh","QMSHQ           "
219,"FIN02A-NSBPKD-0085","2017-11-15","RM",10481.62,"NSB-K-PDN","PKD  Port Dickson","1","QMSPFB","Fresh","QMSHQ           "
220,"FIN02-NSPPKD-0074","2017-11-15","RM",17344.83,"NSB-K-PDN","PKD  Port Dickson","1","QMSPFB","Fresh","QMSHQ           "
221,"FIN02-NSBPKD-0081","2017-11-16","RM",17500.02,"NSB-K-PDN","PKD  Port Dickson","1","QMSPFB","Fresh","QMSHQ           "
222,"FIN01-NSBPKD-0025","2017-11-02","RM",11474.50,"NSB-K-RBU","PKD  Rembau","1","QMSPFB","Shipped","QMSHQ           "
223,"FIN02A-NSBPKD-0065","2017-11-02","RM",5333.36,"NSB-K-RBU","PKD  Rembau","1","QMSPFB","Shipped","QMSHQ           "
224,"FIN02A-NSBPKD-0072","2017-11-02","RM",5333.36,"NSB-K-RBU","PKD  Rembau","1","QMSPFB","Shipped","QMSHQ           "
225,"FIN02A-NSBPKD-0079","2017-11-02","RM",5333.36,"NSB-K-RBU","PKD  Rembau","1","QMSPFB","Shipped","QMSHQ           "
226,"FIN02-NSBPKD-0062","2017-11-02","RM",7527.21,"NSB-K-RBU","PKD  Rembau","1","QMSPFB","Shipped","QMSHQ           "
227,"FIN02-NSBPKD-0068","2017-11-02","RM",7527.21,"NSB-K-RBU","PKD  Rembau","1","QMSPFB","Fresh","QMSHQ           "
228,"FIN01-NSBPKD0029","2017-11-15","RM",13828.76,"NSB-K-RBU","PKD  Rembau","1","QMSPFB","Fresh","QMSHQ           "
229,"FIN02A-NSBPKD-0086","2017-11-15","RM",11306.45,"NSB-K-RBU","PKD  Rembau","1","QMSPFB","Fresh","QMSHQ           "
230,"FIN02-NSPPKD-0075","2017-11-15","RM",7527.21,"NSB-K-RBU","PKD  Rembau","1","QMSPFB","Fresh","QMSHQ           "
231,"FIN02-NSBPKD-0082","2017-11-16","RM",7596.94,"NSB-K-RBU","PKD  Rembau","1","QMSPFB","Fresh","QMSHQ           "
232,"FIN02A-NSBPKD-0073","2017-11-02","RM",34701.23,"NSB-K-SBN","PKD  Seremban","1","QMSPFB","Fresh","QMSHQ           "
233,"FIN02A-NSBPKD-0080","2017-11-02","RM",34701.23,"NSB-K-SBN","PKD  Seremban","1","QMSPFB","Fresh","QMSHQ           "
234,"FIN02-NSBPKD-0069","2017-11-02","RM",48681.24,"NSB-K-SBN","PKD  Seremban","1","QMSPFB","Fresh","QMSHQ           "
235,"FIN01-NSBPKD0028","2017-11-15","RM",8204.40,"NSB-K-SBN","PKD  Seremban","1","QMSPFB","Fresh","QMSHQ           "
236,"FIN02A-NSBPKD-0087","2017-11-15","RM",51872.35,"NSB-K-SBN","PKD  Seremban","1","QMSPFB","Fresh","QMSHQ           "
237,"FIN02-NSPPKD-0076","2017-11-15","RM",48681.24,"NSB-K-SBN","PKD  Seremban","1","QMSPFB","Fresh","QMSHQ           "
238,"FIN02-NSBPKD-0083","2017-11-16","RM",53305.61,"NSB-K-SBN","PKD  Seremban","1","QMSPFB","Fresh","QMSHQ           "
239,"FIN01-NSBPKD-0027","2017-11-02","RM",15052.00,"NSB-K-TPN","PKD  Tampin","1","QMSPFB","Shipped","QMSHQ           "
240,"FIN02A-NSBPKD-0067","2017-11-02","RM",13533.80,"NSB-K-TPN","PKD  Tampin","1","QMSPFB","Shipped","QMSHQ           "
241,"FIN02A-NSBPKD-0074","2017-11-02","RM",13533.80,"NSB-K-TPN","PKD  Tampin","1","QMSPFB","Shipped","QMSHQ           "
242,"FIN02A-NSBPKD-0081","2017-11-02","RM",13533.80,"NSB-K-TPN","PKD  Tampin","1","QMSPFB","Shipped","QMSHQ           "
243,"FIN02-NSBPKD-0063","2017-11-02","RM",21963.74,"NSB-K-TPN","PKD  Tampin","1","QMSPFB","Shipped","QMSHQ           "
244,"FIN02-NSBPKD-0070","2017-11-02","RM",21366.31,"NSB-K-TPN","PKD  Tampin","1","QMSPFB","Fresh","QMSHQ           "
245,"FIN02-NSBPPD-0070","2017-11-02","RM",34383.50,"NSB-K-TPN","PKD  Tampin","1","QMSPFB","Fresh","QMSHQ           "
246,"FIN01-NSBPKD0034","2017-11-15","RM",3476.80,"NSB-K-TPN","PKD  Tampin","1","QMSPFB","Fresh","QMSHQ           "
247,"FIN02A-NSBPKD-0088","2017-11-15","RM",21323.91,"NSB-K-TPN","PKD  Tampin","1","QMSPFB","Fresh","QMSHQ           "
248,"FIN02-NSPPKD-0077","2017-11-15","RM",21366.31,"NSB-K-TPN","PKD  Tampin","1","QMSPFB","Fresh","QMSHQ           "
249,"FIN02-NSBPKD-0084","2017-11-16","RM",21375.55,"NSB-K-TPN","PKD  Tampin","1","QMSPFB","Fresh","QMSHQ           "
250,"FIN01-NBSPPD-0018","2017-11-02","RM",2713.60,"NSB-P-JLB","PPD  Jelebu","1","QMSPFB","Shipped","QMSHQ           "
251,"FIN02A-NSBPPD-0058","2017-11-02","RM",2935.30,"NSB-P-JLB","PPD  Jelebu","1","QMSPFB","Shipped","QMSHQ           "
252,"FIN02A-NSBPPD-0061","2017-11-02","RM",2935.30,"NSB-P-JLB","PPD  Jelebu","1","QMSPFB","Shipped","QMSHQ           "
253,"FIN02A-NSBPPD-0068","2017-11-02","RM",2935.30,"NSB-P-JLB","PPD  Jelebu","1","QMSPFB","Shipped","QMSHQ           "
254,"FIN02-NSBPPD-0061","2017-11-02","RM",15418.28,"NSB-P-JLB","PPD  Jelebu","1","QMSPFB","Shipped","QMSHQ           "
255,"FIN02-NSBPPD-0064","2017-11-02","RM",15418.28,"NSB-P-JLB","PPD  Jelebu","1","QMSPFB","Fresh","QMSHQ           "
256,"FIN01-NSBPPD0024","2017-11-15","RM",8056.00,"NSB-P-JLB","PPD  Jelebu","1","QMSPFB","Fresh","QMSHQ           "
257,"FIN02A-NSBPPD-0075","2017-11-15","RM",4410.34,"NSB-P-JLB","PPD  Jelebu","1","QMSPFB","Fresh","QMSHQ           "
258,"FIN02-NSBPPD-0071","2017-11-16","RM",15418.28,"NSB-P-JLB","PPD  Jelebu","1","QMSPFB","Fresh","QMSHQ           "
259,"FIN02-NSBPPD-0078","2017-11-16","RM",15426.18,"NSB-P-JLB","PPD  Jelebu","1","QMSPFB","Fresh","QMSHQ           "
260,"FIN02A-NSBPPD-0062","2017-11-02","RM",5852.33,"NSB-P-JPL","PPD  Jempol","1","QMSPFB","Fresh","QMSHQ           "
261,"FIN02A-NSBPPD-0069","2017-11-02","RM",5852.33,"NSB-P-JPL","PPD  Jempol","1","QMSPFB","Fresh","QMSHQ           "
262,"FIN02-NSBPPD-0065","2017-11-02","RM",22666.44,"NSB-P-JPL","PPD  Jempol","1","QMSPFB","Fresh","QMSHQ           "
263,"FIN02A-NSBPPD-0076","2017-11-15","RM",7384.42,"NSB-P-JPL","PPD  Jempol","1","QMSPFB","Fresh","QMSHQ           "
264,"FIN02-NSBPPD-0072","2017-11-16","RM",22666.44,"NSB-P-JPL","PPD  Jempol","1","QMSPFB","Fresh","QMSHQ           "
265,"FIN02-NSBPPD-0079","2017-11-16","RM",22666.44,"NSB-P-JPL","PPD  Jempol","1","QMSPFB","Fresh","QMSHQ           "
266,"FIN02A-NSBPPD-0063","2017-11-02","RM",3480.93,"NSB-P-KPH","PPD  Kuala Pilah","1","QMSPFB","Fresh","QMSHQ           "
267,"FIN02A-NSBPPD-0070","2017-11-02","RM",3480.93,"NSB-P-KPH","PPD  Kuala Pilah","1","QMSPFB","Fresh","QMSHQ           "
268,"FIN02A-NSBPPD-0079","2017-11-02","RM",3480.93,"NSB-P-KPH","PPD  Kuala Pilah","1","QMSPFB","Deleted","QMSHQ           "
269,"FIN02-NSBPPD-0066","2017-11-02","RM",29371.48,"NSB-P-KPH","PPD  Kuala Pilah","1","QMSPFB","Fresh","QMSHQ           "
270,"FIN01-NSBPPD0020","2017-11-15","RM",2564.14,"NSB-P-KPH","PPD  Kuala Pilah","1","QMSPFB","Fresh","QMSHQ           "
271,"FIN02A-NSBPPD-0077","2017-11-15","RM",4713.70,"NSB-P-KPH","PPD  Kuala Pilah","1","QMSPFB","Fresh","QMSHQ           "
272,"FIN02-NSBPPD-0073","2017-11-16","RM",29371.48,"NSB-P-KPH","PPD  Kuala Pilah","1","QMSPFB","Fresh","QMSHQ           "
273,"FIN02-NSBPPD-0080","2017-11-16","RM",27803.51,"NSB-P-KPH","PPD  Kuala Pilah","1","QMSPFB","Fresh","QMSHQ           "
274,"FIN02A-NSBPPD-0064","2017-11-02","RM",4693.99,"NSB-P-PDN","PPD  Port Dickson","1","QMSPFB","Shipped","QMSHQ           "
275,"FIN02A-NSBPPD-0071","2017-11-02","RM",4693.99,"NSB-P-PDN","PPD  Port Dickson","1","QMSPFB","Shipped","QMSHQ           "
276,"FIN02-NSBPPD-0067","2017-11-02","RM",29176.83,"NSB-P-PDN","PPD  Port Dickson","1","QMSPFB","Fresh","QMSHQ           "
277,"FIN01-NSBPPD0022","2017-11-15","RM",2014.00,"NSB-P-PDN","PPD  Port Dickson","1","QMSPFB","Fresh","QMSHQ           "
278,"FIN02A-NSBPPD-0078","2017-11-15","RM",5958.62,"NSB-P-PDN","PPD  Port Dickson","1","QMSPFB","Fresh","QMSHQ           "
279,"FIN02-NSBPPD-0074","2017-11-16","RM",29176.83,"NSB-P-PDN","PPD  Port Dickson","1","QMSPFB","Fresh","QMSHQ           "
280,"FIN02-NSBPPD-0081","2017-11-16","RM",29209.04,"NSB-P-PDN","PPD  Port Dickson","1","QMSPFB","Fresh","QMSHQ           "
281,"FIN02A-NSBPPD-0059","2017-11-02","RM",4909.62,"NSB-P-RBU","PPD  Rembau","1","QMSPFB","Shipped","QMSHQ           "
282,"FIN02A-NSBPPD-0065","2017-11-02","RM",4909.62,"NSB-P-RBU","PPD  Rembau","1","QMSPFB","Fresh","QMSHQ           "
283,"FIN02A-NSBPPD-0072","2017-11-02","RM",4909.62,"NSB-P-RBU","PPD  Rembau","1","QMSPFB","Fresh","QMSHQ           "
284,"FIN02-NSBPPD-0062","2017-11-02","RM",16088.08,"NSB-P-RBU","PPD  Rembau","1","QMSPFB","Shipped","QMSHQ           "
285,"FIN02-NSBPPD-0068","2017-11-02","RM",16088.08,"NSB-P-RBU","PPD  Rembau","1","QMSPFB","Fresh","QMSHQ           "
286,"FIN01-NSBPPD0023","2017-11-15","RM",2014.00,"NSB-P-RBU","PPD  Rembau","1","QMSPFB","Fresh","QMSHQ           "
287,"FIN02A-NSBPPD-079","2017-11-15","RM",7089.73,"NSB-P-RBU","PPD  Rembau","1","QMSPFB","Fresh","QMSHQ           "
288,"FIN02-NSBPPD-0075","2017-11-16","RM",16088.08,"NSB-P-RBU","PPD  Rembau","1","QMSPFB","Fresh","QMSHQ           "
289,"FIN02-NSBPPD-0082","2017-11-16","RM",16137.94,"NSB-P-RBU","PPD  Rembau","1","QMSPFB","Fresh","QMSHQ           "
290,"FIN02A-NSBPPD-0066","2017-11-02","RM",14071.46,"NSB-P-SBN","PPD  Seremban","1","QMSPFB","Fresh","QMSHQ           "
291,"FIN02A-NSBPPD-0073","2017-11-02","RM",14071.46,"NSB-P-SBN","PPD  Seremban","1","QMSPFB","Fresh","QMSHQ           "
292,"FIN02-NSBPPD-0069","2017-11-02","RM",69742.67,"NSB-P-SBN","PPD  Seremban","1","QMSPFB","Fresh","QMSHQ           "
293,"FIN01-NSBPPD0019","2017-11-15","RM",3771.48,"NSB-P-SBN","PPD  Seremban","1","QMSPFB","Fresh","QMSHQ           "
294,"FIN02A-NSBPPD-0080","2017-11-15","RM",20698.54,"NSB-P-SBN","PPD  Seremban","1","QMSPFB","Fresh","QMSHQ           "
295,"FIN02-NSBPPD-0076","2017-11-16","RM",69742.67,"NSB-P-SBN","PPD  Seremban","1","QMSPFB","Fresh","QMSHQ           "
296,"FIN02-NSBPPD-0083","2017-11-16","RM",70027.20,"NSB-P-SBN","PPD  Seremban","1","QMSPFB","Fresh","QMSHQ           "
297,"FIN02A-NSBPPD-0060","2017-11-02","RM",12418.12,"NSB-P-TPN","PPD  Tampin","1","QMSPFB","Shipped","QMSHQ           "
298,"FIN02A-NSBPPD-0067","2017-11-02","RM",12418.12,"NSB-P-TPN","PPD  Tampin","1","QMSPFB","Shipped","QMSHQ           "
299,"FIN02A-NSBPPD-0074","2017-11-02","RM",12418.12,"NSB-P-TPN","PPD  Tampin","1","QMSPFB","Shipped","QMSHQ           "
300,"FIN02-NSBPPD-0063","2017-11-02","RM",34392.24,"NSB-P-TPN","PPD  Tampin","1","QMSPFB","Shipped","QMSHQ           "
301,"FIN01-NSBPPD0021","2017-11-15","RM",1356.80,"NSB-P-TPN","PPD  Tampin","1","QMSPFB","Fresh","QMSHQ           "
302,"FIN02A-NSBPPD-0081","2017-11-15","RM",14505.03,"NSB-P-TPN","PPD  Tampin","1","QMSPFB","Fresh","QMSHQ           "
303,"FIN02-NSBPPD-0077","2017-11-16","RM",34383.50,"NSB-P-TPN","PPD  Tampin","1","QMSPFB","Fresh","QMSHQ           "
304,"FIN02-NSBPPD-0084","2017-11-16","RM",34561.47,"NSB-P-TPN","PPD  Tampin","1","QMSPFB","Fresh","QMSHQ           "
305,"FIN01PNGPKD-0024","2017-11-06","RM",7229.20,"PNG-K-BDA","PKD  Barat Daya","1","QMSPFB","Shipped","QMSHQ           "
306,"FIN02APNGPKD-0064","2017-11-06","RM",16270.68,"PNG-K-BDA","PKD  Barat Daya","1","QMSPFB","Shipped","QMSHQ           "
307,"FIN02APNGPKD-0062","2017-11-06","RM",14895.19,"PNG-K-SPS","PKD  Seberang Perai Selatan","1","QMSPFB","Shipped","QMSHQ           "
308,"FIN01PNGPKD-0022","2017-11-06","RM",11018.70,"PNG-K-SPT","PKD  Seberang Perai Tengah","1","QMSPFB","Shipped","QMSHQ           "
309,"FIN02APNGPKD-0061","2017-11-06","RM",23368.36,"PNG-K-SPT","PKD  Seberang Perai Tengah","1","QMSPFB","Shipped","QMSHQ           "
310,"FIN01PNGPKD-0021","2017-11-06","RM",13032.70,"PNG-K-SPU","PKD  Seberang Perai Utara","1","QMSPFB","Shipped","QMSHQ           "
311,"FIN02APNGPKD-0060","2017-11-06","RM",28446.00,"PNG-K-SPU","PKD  Seberang Perai Utara","1","QMSPFB","Shipped","QMSHQ           "
312,"FIN01PNGPKD-0023","2017-11-06","RM",9942.80,"PNG-K-TLT","PKD  Timur Laut","1","QMSPFB","Shipped","QMSHQ           "
313,"FIN02APNGPKD-0063","2017-11-06","RM",37516.46,"PNG-K-TLT","PKD  Timur Laut","1","QMSPFB","Shipped","QMSHQ           "
314,"FIN02APNGPPD-0064","2017-11-06","RM",4058.81,"PNG-P-BDA","PPD  Barat Daya","1","QMSPFB","Shipped","QMSHQ           "
315,"FIN02PNGPNGJ-010.","2017-11-01","RM",188773.34,"PNG-P-KL","Kolej Latihan Pergigian","1","QMSPFB","Shipped","QMSHQ           "
316,"FIN02PNGPNGJ-011","2017-11-20","RM",188449.29,"PNG-P-KL","Kolej Latihan Pergigian","1","QMSPFB","Shipped","QMSHQ           "
317,"FIN02PNGPNGJ-012.","2017-11-20","RM",188449.29,"PNG-P-KL","Kolej Latihan Pergigian","1","QMSPFB","Shipped","QMSHQ           "
318,"FIN02APNGPPD-0062","2017-11-06","RM",5394.85,"PNG-P-SPS","PPD  Seberang Perai Selatan","1","QMSPFB","Shipped","QMSHQ           "
319,"FIN02APNGPPD-0061","2017-11-06","RM",5206.76,"PNG-P-SPT","PPD  Seberang Perai Tengah","1","QMSPFB","Shipped","QMSHQ           "
320,"FIN02APNGPPD-0060","2017-11-06","RM",4399.36,"PNG-P-SPU","PPD  Seberang Perai Utara","1","QMSPFB","Shipped","QMSHQ           "
321,"FIN02APNGPPD-0063","2017-11-06","RM",12713.93,"PNG-P-TLT","PPD  Timur Laut","1","QMSPFB","Shipped","QMSHQ           "
322,"FIN02SBHPKD-0193.","2017-11-01","RM",8645.53,"SBH-K-BFT","PKD  Beaufort","1","QMSPFB","Shipped","QMSHQ           "
323,"FIN02SBHPKD-0185.","2017-11-01","RM",14572.55,"SBH-K-BLN","PKD  Beluran","1","QMSPFB","Shipped","QMSHQ           "
324,"FIN02SBHPKD-0182.","2017-11-06","RM",7138.81,"SBH-K-KIN","PKD  Kinabatangan","1","QMSPFB","Shipped","QMSHQ           "
325,"FIN02SBHPKD-0186.","2017-11-06","RM",7138.81,"SBH-K-KIN","PKD  Kinabatangan","1","QMSPFB","Shipped","QMSHQ           "
326,"FIN02SBHPKD-0187.","2017-11-01","RM",5488.47,"SBH-K-KPU","PKD  Kuala Penyu","1","QMSPFB","Shipped","QMSHQ           "
327,"FIN02SBHPKD-0200.","2017-11-01","RM",8645.53,"SBH-K-KPU","PKD  Kuala Penyu","1","QMSPFB","Shipped","QMSHQ           "
328,"FIN02ASBHPKD-0117","2017-11-01","RM",2157.65,"SBH-K-SPG","PKD  Sipitang","1","QMSPFB","Shipped","QMSHQ           "
329,"FIN02SBHPKD-0211.","2017-11-01","RM",7195.92,"SBH-K-SPG","PKD  Sipitang","1","QMSPFB","Shipped","QMSHQ           "
330,"FIN02SBHPPD-0071.","2017-11-01","RM",10449.80,"SBH-P-BFT","PPD  Beaufort","1","QMSPFB","Shipped","QMSHQ           "
331,"FIN02ASBHPPD-0057","2017-11-08","RM",1158.90,"SBH-P-BFT","PPD  Beaufort","1","QMSPFB","Shipped","QMSHQ           "
332,"FIN02SBHPPD-0075.","2017-11-06","RM",24997.97,"SBH-P-KDT","PPD  Kudat","1","QMSPFB","Shipped","QMSHQ           "
333,"FIN02ASBHPPD-0059","2017-11-09","RM",3230.48,"SBH-P-KDT","PPD  Kudat","1","QMSPFB","Shipped","QMSHQ           "
334,"FIN02SBHPPD-0072.","2017-11-01","RM",22938.63,"SBH-P-KEU","PPD  Keningau","A1","QMSPFB","Shipped","QMSHQ           "
335,"FIN02SBHPPD-0077.","2017-11-07","RM",10431.29,"SBH-P-PPG","PPD  Penampang","1","QMSPFB","Shipped","QMSHQ           "
336,"FIN02ASBHPPD-0062","2017-11-08","RM",848.53,"SBH-P-PPG","PPD  Penampang","1","QMSPFB","Shipped","QMSHQ           "
337,"FIN02SBHPPD-0068.","2017-11-01","RM",38380.69,"SBH-P-SDN","PPD  Sandakan","1","QMSPFB","Shipped","QMSHQ           "
338,"FIN01-SLRPKD-0036","2017-11-15","RM",6763.86,"SLR-K-GOK","PKD  Gombak","1","QMSPFB","Fresh","QMSHQ           "
339,"FIN02A-SLRPKD-0086","2017-11-15","RM",45548.28,"SLR-K-GOK","PKD  Gombak","1","QMSPFB","Fresh","QMSHQ           "
340,"FIN02A-SLRPKD-0090","2017-11-15","RM",45548.28,"SLR-K-GOK","PKD  Gombak","1","QMSPFB","Fresh","QMSHQ           "
341,"FIN02A-SLRPKD-0104","2017-11-15","RM",53916.45,"SLR-K-GOK","PKD  Gombak","1","QMSPFB","Fresh","QMSHQ           "
342,"FIN02-SLRPKD-0082","2017-11-15","RM",33457.94,"SLR-K-GOK","PKD  Gombak","1","QMSPFB","Fresh","QMSHQ           "
343,"FIN02-SLRPKD-0086","2017-11-15","RM",33457.94,"SLR-K-GOK","PKD  Gombak","1","QMSPFB","Fresh","QMSHQ           "
344,"FIN02-SLRPKD-0101","2017-11-15","RM",39248.06,"SLR-K-GOK","PKD  Gombak","1","QMSPFB","Fresh","QMSHQ           "
345,"FIN02A-SLRPKD-0102","2017-11-13","RM",53471.54,"SLR-K-HLT","PKD  Hulu Langat","1","QMSPFB","Fresh","QMSHQ           "
346,"FIN02A-SLRPKD-0103","2017-11-13","RM",53471.54,"SLR-K-HLT","PKD  Hulu Langat","1","QMSPFB","Fresh","QMSHQ           "
347,"FIN02-SLRPKD-0098","2017-11-13","RM",28474.11,"SLR-K-HLT","PKD  Hulu Langat","1","QMSPFB","Fresh","QMSHQ           "
348,"FIN02-SLRPKD-0099","2017-11-13","RM",28474.11,"SLR-K-HLT","PKD  Hulu Langat","1","QMSPFB","Fresh","QMSHQ           "
349,"FIN01-SLRPKD-0037","2017-11-15","RM",26241.36,"SLR-K-HLT","PKD  Hulu Langat","1","QMSPFB","Fresh","QMSHQ           "
350,"FIN02A-SLRPKD-0108","2017-11-15","RM",60705.36,"SLR-K-HLT","PKD  Hulu Langat","1","QMSPFB","Fresh","QMSHQ           "
351,"FIN02-SLRPKD-0102","2017-11-15","RM",35588.75,"SLR-K-HLT","PKD  Hulu Langat","1","QMSPFB","Fresh","QMSHQ           "
352,"FIN01-SLRPKD-0038","2017-11-15","RM",24263.40,"SLR-K-HSR","PKD  Hulu Selangor","1","QMSPFB","Fresh","QMSHQ           "
353,"FIN02A-SLRPKD-0087","2017-11-15","RM",4379.88,"SLR-K-HSR","PKD  Hulu Selangor","1","QMSPFB","Fresh","QMSHQ           "
354,"FIN02A-SLRPKD-0091","2017-11-15","RM",4379.88,"SLR-K-HSR","PKD  Hulu Selangor","1","QMSPFB","Fresh","QMSHQ           "
355,"FIN02A-SLRPKD-0105","2017-11-15","RM",6624.84,"SLR-K-HSR","PKD  Hulu Selangor","1","QMSPFB","Fresh","QMSHQ           "
356,"FIN02-SLRPKD-0083","2017-11-15","RM",16276.24,"SLR-K-HSR","PKD  Hulu Selangor","1","QMSPFB","Fresh","QMSHQ           "
357,"FIN02-SLRPKD-0087","2017-11-15","RM",16276.24,"SLR-K-HSR","PKD  Hulu Selangor","1","QMSPFB","Fresh","QMSHQ           "
358,"FIN02-SLRPKD-0100","2017-11-15","RM",16276.24,"SLR-K-HSR","PKD  Hulu Selangor","1","QMSPFB","Fresh","QMSHQ           "
359,"FIN02A-SLRPKD-0098","2017-11-13","RM",36989.01,"SLR-K-KLG","PKD  Klang","1","QMSPFB","Fresh","QMSHQ           "
360,"FIN02A-SLRPKD-0099","2017-11-13","RM",36989.01,"SLR-K-KLG","PKD  Klang","1","QMSPFB","Fresh","QMSHQ           "
361,"FIN02A-SLRPKD-0109","2017-11-13","RM",47653.36,"SLR-K-KLG","PKD  Klang","1","QMSPFB","Fresh","QMSHQ           "
362,"FIN02-SLRPKD-0094","2017-11-13","RM",31588.99,"SLR-K-KLG","PKD  Klang","1","QMSPFB","Fresh","QMSHQ           "
363,"FIN02-SLRPKD-0095","2017-11-13","RM",31588.99,"SLR-K-KLG","PKD  Klang","1","QMSPFB","Fresh","QMSHQ           "
364,"FIN01-SLRPKD-0039","2017-11-15","RM",11119.40,"SLR-K-KLG","PKD  Klang","1","QMSPFB","Fresh","QMSHQ           "
365,"FIN02-SLRPKD-0103","2017-11-15","RM",33108.18,"SLR-K-KLG","PKD  Klang","1","QMSPFB","Fresh","QMSHQ           "
366,"FIN02A-SLRPKD-0100","2017-11-13","RM",9632.97,"SLR-K-KLT","PKD  Kuala Langat","1","QMSPFB","Fresh","QMSHQ           "
367,"FIN02A-SLRPKD-0101","2017-11-13","RM",9632.97,"SLR-K-KLT","PKD  Kuala Langat","1","QMSPFB","Fresh","QMSHQ           "
